商品コード,タイトル,販売価格（税抜）,販売価格（税込）,販売価格変更日
2200010614923,（ＡＲ）ストリンダー,273,300,20250628
2200010614930,（ＡＲ）ミルタンク,182,200,20250806
2200010614947,（ＡＲ）ソルロック,273,300,20250723
2200010614954,（ＡＲ）グラードン,1364,1500,20250716
2200010614961,（ＡＲ）イベルタル,455,500,20250628
2200010614978,（ＡＲ）ナットレイ,182,200,20250628
2200010614985,（ＡＲ）モトトカゲ,273,300,20250628
2200010614992,（ＡＲ）メテノ,364,400,20250628
2200010615005,（ＡＲ）ウミトリオ,364,400,20250628
2200010615012,（ＡＲ）シロナのロズレイド,545,600,20250723
2200010615029,（ＡＲ）ペパーのヨクバリス,273,300,20250628
2200010615043,（ＡＲ）ロケット団のヤミカラス,273,300,20250628
2200010615050,（ＡＲ）ロケット団のニャース,545,600,20250806
2200010615067,（ＲＲ）ミュウツー＆ミュウＧＸ,2273,2500,20250628
2200010615074,（ＲＲ）リザードン＆テールナーＧＸ,2727,3000,20250628
2200010615081,（Ｕ）グズマ＆ハラ,455,500,20250723
2200010615098,（Ｕ）シロナ＆カトレア,182,200,20250628
2200010615104,（Ｕ）シロナ＆カトレア,182,200,20250628
2200010615111,（ＡＲ）ビーダル,273,300,20250628
2200010615128,（ＡＲ）アブソル,273,300,20250628
2200010615159,（ＡＲ）ジバコイル,182,200,20250628
2200010615166,（ＡＲ）ジバコイル,182,200,20250628
2200010626681,（ＳＡＲ）メロエッタｅｘ,3636,4000,20250628
2200010628302,（ＳＲ）血貴き侵略　ブラッドゾーン,182,200,20250709
2200010628319,（ＶＲ）雷撃の冥将クーゼン／ダーク・ライフ,545,600,20250628
2200010628326,（ＶＲ）キユリのＡＳＭラジオ,182,200,20250628
2200010628333,（ＳＲ）偽りの月　インターステラ,455,500,20250719
2200010628340,（ＳＲ）支配の精霊ペルフェクト／ギャラクシー・チャージャー,1818,2000,20250726
2200010628357,（ＶＲ）学識妖精サイクリル,109,120,20250716
2200010628364,（ＳＲ）爆裂英雄　Ａ・Ｒ・Ｔ,136,150,20250709
2200010628371,（ＳＲ）聖鎧亜キング・アルカディアスＰ’Ｓ,182,200,20250709
2200010628388,（Ｒ）百鬼の邪王門,182,200,20250628
2200010628395,（ＫＧＭ）ＣＲＹＭＡＸ　ジャオウガ,1364,1500,20250628
2200010712407,（ＱＳＥ）黎銘機ヘオスヴァローグ,455,500,20250629
2200010712414,（Ｎ）海皇の竜騎隊,182,200,20250629
2200010712421,（ＮＲ）ワナビー！,182,200,20250629
2200010712438,（ＳＥ）クリスタルクリアウィング・オーバー・シンクロ・ドラゴ,273,300,20250629
2200010712445,（ＱＳＥ）無窮機竜カルノール,364,400,20250629
2200010712452,（ＱＳＥ）赤魔法陣）召喚魔術,273,300,20250629
2200010712469,（ＡＲ）スモール・ワールド,273,300,20250629
2200010712476,（ＡＲ）ＤＤＤ烈火王テムジン,109,120,20250705
2200010712483,（ＮＲ）Ｎｏ．２９　マネキンキャット,909,1000,20250709
2200010712490,（Ｒ）幻獣機オライオン,182,200,20250629
2200010712506,（ＥＸＳＥＰＡ）スターヴ・ヴェノム・フュージョン・ドラゴン,182,200,20250629
2200010712513,（ＮＲ）召喚制限－パワーフィルター,455,500,20250629
2200010712520,（Ｎ）ドッペル・トークン,182,200,20250629
2200010712544,（ＯＲＲ）ディープスペース・ユグドラゴ,273,300,20250629
2200010712575,（ＡＲ）キチキギス,273,300,20250629
2200010712582,（Ｓ）カルボウ,182,200,20250629
2200010712599,（ＲＲ）ロトムＶ,182,200,20250629
2200010712605,（ＳＡＲ）ダークライＶＳＴＡＲ,1818,2000,20250629
2200010712612,（ＳＲ）ルージュラｅｘ,364,400,20250629
2200010712629,（ＳＲ）ソッドとシルディ,273,300,20250629
2200010712643,（ＳＲ）ソッドとシルディ,273,300,20250629
2200010712650,（ＳＲ）シャンデラＶ,273,300,20250629
2200010712667,（ＳＲ）ドラパルトＶ,364,400,20250629
2200010712681,（ＲＲ）マーシャドー＆カイリキーＧＸ,545,600,20250723
2200010712698,（ＳＲ）チャーレムＶ,455,500,20250629
2200010712704,（ＳＲ）ウッウＶ,455,500,20250629
2200010712728,（ＲＲ）ロトムＶ,182,200,20250629
2200010748680,（ＳＲ）「必然」の頂　リュウセイ／「オレの勝利だオフコース！,727,800,20250629
2200010748697,（ＶＲ）ヨビニオン・フレイムバーン,273,300,20250723
2200010748703,（ＳＲ）龍素記号Ｓｒ　スペルサイクリカ,182,200,20250629
2200010748710,（ＳＲ）超暴淵　ボウダン＝ロウ,182,200,20250629
2200010748727,（ＶＲ）深淵の逆転撃,273,300,20250629
2200010748734,（ＶＲ）終末王秘伝オリジナルフィナーレ,273,300,20250629
2200010748741,（ＳＲ）勝災電融王　ギュカウツ・マグル,545,600,20250629
2200010748758,（ＫＧＭ）零獄接続王　ロマノグリラ０世,182,200,20250629
2200010748765,（ＫＧＭ）禁断竜王　Ｖｏｌ－Ｖａｌ－８,273,300,20250629
2200010748772,（ＫＧＭ）禁断竜王　Ｖｏｌ－Ｖａｌ－８,273,300,20250629
2200010748789,（ＶＲ）プリンセス・パーティ　～シラハの絆～,909,1000,20250730
2200010748796,（ＶＲ）ヨビニオン・フレイムバーン,273,300,20250723
2200010867770,（ＡＲ）モルペコ,364,400,20250701
2200010867787,（ＡＲ）モルペコ,364,400,20250701
2200010867794,（ＡＲ）モルペコ,364,400,20250701
2200010867800,（ＭＲ）ミラー）チオンジェン（マスターボール）,545,600,20250701
2200010867824,（ＵＲ）堕天使スペルビア,364,400,20250701
2200010929409,（Ｒ）タケルライコ,182,200,20250703
2200010929416,（ＭＲ）ミラー）ヒヤッキー（マスターボール柄）,545,600,20250703
2200010929423,（ＡＲ）マラカッチ,273,300,20250703
2200010929430,（ＡＲ）マホミル,273,300,20250802
2200010929447,（ＡＲ）ケケンカニ,273,300,20250703
2200010929478,（ＳＲ）マコモ,364,400,20250723
2200010929485,（ＳＲ）タロ,1364,1500,20250703
2200010929508,（ＵＲ）力の砂時計,1364,1500,20250703
2200010962598,（ＳＲ）Ｎｏ－Ｐ．Ｕ．Ｎ．Ｋ．セアミン,273,300,20250703
2200010962604,（ＳＥ）Ｐ．Ｕ．Ｎ．Ｋ．ＪＡＭ　ＦＥＶＥＲ！,364,400,20250703
2200010962611,（ＳＥ）Ｎｏ－Ｐ．Ｕ．Ｎ．Ｋ．ディア・ノート,182,200,20250703
2200010962628,（ＳＥ）Ｐ．Ｕ．Ｎ．Ｋ．ＪＡＭドラゴン・ドライブ,455,500,20250703
2200010962635,（ＱＳＥ）Ｎｏ－Ｐ．Ｕ．Ｎ．Ｋ．ライジング・スケール,1818,2000,20250703
2200011065465,（ＳＡＲ）ブライア,1818,2000,20250705
2200011065472,（レア無）かがやくゲッコウガ,182,200,20250719
2200011065502,（ＡＲ）クサイハナ,273,300,20250705
2200011086224,（ＳＲ）カミツレのきらめき,4545,5000,20250726
2200011087061,（Ｓ）プリン,182,200,20250705
2200011087078,（ＭＲ）ミラー）ブライア（モンスターボール）,182,200,20250705
2200011087085,（ＭＲ）ミラー）フトゥー博士のシナリオ（モンスターボール）,182,200,20250705
2200011087092,（ＲＲ）ブリジュラスｅｘ,182,200,20250705
2200011087108,（ＲＲ）ミュウｅｘ,182,200,20250705
2200011087115,（ＲＲ）オーガポンみどりのめんｅｘ,273,300,20250730
2200011087122,（ＰＲ）オーガポンみどりのめん,182,200,20250705
2200011087139,（Ｓ）イッカネズミ,182,200,20250705
2200011087146,（ＲＲ）ヒビキのホウオウｅｘ,182,200,20250723
2200011087153,（ＲＲ）ヒビキのホウオウｅｘ,182,200,20250723
2200011087160,（ＲＲ）ラティアスｅｘ,727,800,20250723
2200011087184,（ＳＲ）地雷冥土Ｔｈｅ　Ｗｏｒｌｄ　Ｉｓ　Ｍｉｎｅ,1818,2000,20250705
2200011092638,（ＱＳＥ）黒毛）未界域のビッグフット,182,200,20250705
2200011092645,（ＱＳＥ）画面左向き）爆走軌道フライング・ペガサス,182,200,20250705
2200011092652,（ＳＥ）着地）原始生命態ニビル,364,400,20250705
2200011092669,（ＳＥ）両手下）エフェクト・ヴェーラー,182,200,20250705
2200011092676,（ＳＥ）バストアップ）ブラック・マジシャン・ガール,182,200,20250705
2200011112770,（ＭＲ）ミラー）チェレン（モンスターボール柄）,182,200,20250706
2200011112787,（ＭＲ）ミラー）マメパト（マスターボール柄）,545,600,20250706
2200011112794,（ＲＲ）ブルンゲルｅｘ,136,150,20250723
2200011112800,（ＡＲ）ホエルオー,182,200,20250706
2200011112817,（ＡＲ）ワルビル,364,400,20250719
2200011112824,（ＳＲ）イルカマンｅｘ,273,300,20250706
2200011112831,（ＳＲ）ケルディオｅｘ,182,200,20250806
2200011112848,（ＳＲ）メロエッタｅｘ,364,400,20250723
2200011112855,（ＲＲ）メロエッタｅｘ,136,150,20250709
2200011112862,（ＡＲ）シキジカ,364,400,20250706
2200011112879,（ＡＲ）ドッコラー,364,400,20250730
2200011112886,（ＡＲ）イルカマン,273,300,20250723
2200011112893,（ＡＲ）バニリッチ,273,300,20250706
2200011167893,（ＲＲ）リザードンＧＸ,1818,2000,20250723
2200011167909,（ＲＲＲ）ピカチュウＶＭＡＸ,545,600,20250709
2200011167916,（ＳＲ）１ＥＤ）フーパＥＸ,2709,2980,20250706
2200011167923,（レア無）フーパ,5455,6000,20250709
2200011195186,（ＳＲ）ｄｅｒ’Ｚｅｎ　Ｍｏｎｄｏ／♪必殺で　つわものどもが,909,1000,20250706
2200011195193,（ＶＲ）♪立ち上がる　悪魔に天使　堕ちるかな,545,600,20250709
2200011195711,（ＲＲ）メロエッタｅｘ,136,150,20250709
2200011195728,（ＭＲ）ミラー）ダンゴロ（マスターボール柄）,545,600,20250706
2200011195735,（ＭＲ）ミラー）ブースター（モンスターボール）,182,200,20250706
2200011195759,（ＡＲ）ダストダス,273,300,20250706
2200011195766,（ＡＲ）シャリタツ,364,400,20250723
2200011195773,（ＳＲ）ケッキングｅｘ,273,300,20250706
2200011195780,（ＭＲ）ミラー仕様）タッツー（マスターボール柄）,909,1000,20250706
2200011195797,（ＡＣＥ）偉大な大樹,136,150,20250712
2200011195803,（ＡＲ）ヨルノズク,273,300,20250706
2200011195827,（ＡＲ）タマザラシ,273,300,20250706
2200011195834,（ＡＲ）プロトーガ,364,400,20250712
2200011195865,（ＳＡＲ）ゼクロムｅｘ,18182,20000,20250806
2200011195872,（ＡＲ）クレセリア,273,300,20250706
2200011271835,（ＤＭＲ）王導聖霊　アルファディオス,2727,3000,20250719
2200011271842,（ＶＲ）王闘の大地,182,200,20250708
2200011271859,（ＳＲ）華謡の精霊カンツォーネ,1364,1500,20250723
2200011271866,（ＳＲ）ＰＥＲＦＥ９１０－御代紅海,273,300,20250719
2200011271873,（ＳＲ）轟シャ合体　ゴルギーオージャー,1091,1200,20250730
2200011271880,（ＯＲＲ）寄星体デスタクル,2727,3000,20250708
2200011271897,（ＳＥ）ダークマター・ミスト,182,200,20250708
2200011271903,（ＳＥ）ダークマター・レクイエム・オメガ,364,400,20250708
2200011271910,（ＵＲ）仕組まれた相打ち,545,600,20250708
2200011271927,（ＵＲ）エクスキューティー・リュミエル・Ｆ,545,600,20250708
2200011271934,（ＳＲ）Ｅ・ＨＥＲＯ　シャイニング・フレア・ウィングマン,1364,1500,20250708
2200011271941,（ＳＲ）幻の三角スケール,182,200,20250708
2200011278209,（レア無）救助隊ＤＸのピカチュウ,18182,20000,20250708
2200011319162,（ＳＲ）ケルディオｅｘ,182,200,20250806
2200011319179,（ＳＲ）エルレイドＶ,364,400,20250709
2200011319186,（ＣＨＲ）カビゴン,364,400,20250723
2200011319193,（ＡＲ）バオップ,364,400,20250709
2200011319209,（Ｒ）リザードン,273,300,20250806
2200011319216,（ＡＲ）マラカッチ,273,300,20250709
2200011319223,（ＡＲ）モノズ,364,400,20250709
2200011319476,（ＡＲ）ゴマゾウ,273,300,20250723
2200011319483,（ＡＲ）バクガメス,182,200,20250709
2200011319490,（ＭＲ）ミラー）コアルヒー（マスターボール柄）,545,600,20250709
2200011319506,（ＭＲ）ミラー）ミジュマル（マスターボール柄）,545,600,20250709
2200011319513,（ＳＲ）ピカチュウｅｘ,2727,3000,20250712
2200011319520,（ＳＡＲ）ブライア,1818,2000,20250709
2200011319537,（ＳＡＲ）ゼクロムｅｘ,18182,20000,20250806
2200011319544,（ＡＣＥ）偉大な大樹,136,150,20250712
2200011319551,（ＭＲ）ミラー）トウコ（モンスターボール柄）,364,400,20250806
2200011319568,（ＲＲ）ピカチュウｅｘ,364,400,20250709
2200011319575,（ＡＲ）リリーラ,182,200,20250709
2200011319582,（ＡＲ）バチュル,273,300,20250709
2200011319599,（ＡＲ）デスカーン,364,400,20250726
2200011319605,（ＡＲ）ギガイアス,364,400,20250712
2200011319629,（ＭＲ）ミラー）ジャノビー（マスターボール柄）,545,600,20250709
2200011358123,（レア無）ピカチュウ,2273,2500,20250726
2200011397221,（ＡＲ）マホミル,273,300,20250802
2200011397238,（ＲＲ）オーガポンみどりのめんｅｘ,273,300,20250730
2200011397245,（ＭＲ）ミラー）サルノリ（マスターボール）,545,600,20250711
2200011397252,（ＳＡＲ）テツノカイナｅｘ,455,500,20250711
2200011397269,（ＵＲ）テツノイサハｅｘ,545,600,20250802
2200011397276,（ＡＲ）アサナン,273,300,20250802
2200011397283,（ＡＣＥ）偉大な大樹,136,150,20250712
2200011397290,（ＶＲ）禁時王秘伝エンドオブランド,364,400,20250711
2200011397306,（ＶＲ）偽りの王　ナンバーナイン／歓喜の歌,182,200,20250711
2200011397313,（ＶＲ）禁時王秘伝エンドオブランド,364,400,20250711
2200011397320,（ＶＲ）禁時王秘伝エンドオブランド,364,400,20250711
2200011397337,（ＶＲ）卍　新世壊　卍,273,300,20250711
2200011397344,（ＶＲ）卍　新世壊　卍,273,300,20250711
2200011397351,（ＶＲ）卍　新世壊　卍,273,300,20250711
2200011397368,（Ｒ）Ｔ・Ｔ・Ｔ,273,300,20250711
2200011397375,（Ｒ）Ｔ・Ｔ・Ｔ,273,300,20250711
2200011397382,（Ｒ）天災　デドダム,273,300,20250711
2200011397399,（Ｒ）天災　デドダム,273,300,20250711
2200011397405,（ＳＲ）黒神龍グールジェネレイド,182,200,20250711
2200011397412,（ＳＲ）黒神龍グールジェネレイド,182,200,20250711
2200011397429,（ＳＲ）黒神龍グールジェネレイド,182,200,20250711
2200011397436,（ＳＲ）黒神龍グールジェネレイド,182,200,20250711
2200011397443,（ＳＲ）竜魔神王バルカディア・ＮＥＸ,727,800,20250711
2200011397450,（Ｒ）天災　デドダム,273,300,20250711
2200011397467,（Ｒ）天災　デドダム,273,300,20250711
2200011397474,（ＬＥＧ）時の法皇　ミラダンテⅩⅡ,1364,1500,20250711
2200011397481,（Ｒ）Ｔ・Ｔ・Ｔ,273,300,20250711
2200011397498,（Ｒ）天災　デドダム,273,300,20250711
2200011397504,（Ｒ）天災　デドダム,273,300,20250711
2200011397511,（Ｒ）天災　デドダム,273,300,20250711
2200011397528,（Ｒ）天災　デドダム,273,300,20250711
2200011397535,（ＳＲ）勝利龍装　クラッシュ“覇道”,182,200,20250711
2200011397542,（ＳＲ）勝利龍装　クラッシュ“覇道”,182,200,20250711
2200011397559,（ＳＲ）勝利龍装　クラッシュ“覇道”,182,200,20250711
2200011397566,（ＳＲ）勝利龍装　クラッシュ“覇道”,182,200,20250711
2200011397573,（Ｕ）陰陽の舞,182,200,20250711
2200011397580,（ＭＡＳ）最強虫　ナゾまる,182,200,20250711
2200011397597,（ＫＧＭ）大樹王　ギガンディダノス,182,200,20250711
2200011397603,（ＳＲ）Ｓ級原始　サンマッド,909,1000,20250711
2200011397610,（ＶＲ）卍　新世壊　卍,273,300,20250711
2200011397627,（Ｒ）Ｔ・Ｔ・Ｔ,273,300,20250711
2200011398631,（ＳＲ）料理長のラビシェフ,364,400,20250802
2200011398648,（ＶＲ）お目覚めメイ様,136,150,20250802
2200011398655,（ＭＤＧ）煌龍　サッヴァーク,182,200,20250711
2200011443331,（ＳＡＲ）テツノカイナｅｘ,455,500,20250711
2200011443348,（ＳＲ）ビワ,1091,1200,20250711
2200011443355,（ＳＡＲ）オーガポンみどりのめんｅｘ,545,600,20250711
2200011443362,（ＵＲ）テラパゴスｅｘ,727,800,20250711
2200011443379,（ＵＲ）テラパゴスｅｘ,727,800,20250711
2200011456782,（Ｋ）かがやくジラーチ,182,200,20250712
2200011456799,（ＣＨＲ）テールナー,455,500,20250712
2200011456805,（ＣＨＲ）ドーブル,182,200,20250712
2200011456812,（ＡＲ）ホップのウールー,182,200,20250712
2200011456829,（ＣＨＲ）ルージュラ,182,200,20250712
2200011456836,（ＡＲ）オンバット,182,200,20250712
2200011456850,（ＰＲ）ナンジャモのカイデン,1364,1500,20250712
2200011456867,（ＳＲ）セレナ,13636,15000,20250712
2200011456874,（ＳＡＲ）ナンジャモのハラバリーｅｘ,13636,15000,20250712
2200011459295,（ＡＲ）ゴウカザル,273,300,20250712
2200011459301,（ＳＡＲ）イーブイｅｘ,3636,4000,20250712
2200011459318,（ＳＡＲ）リーフィアｅｘ,5455,6000,20250712
2200011460864,（ＳＲ）パルデアの学生,273,300,20250712
2200011460871,（ＳＲ）ドクロッグｅｘ,273,300,20250712
2200011460888,（ＳＲ）ビークインｅｘ,273,300,20250712
2200011460895,（ＳＲ）モトトカゲｅｘ,273,300,20250712
2200011460901,（ＳＲ）ノココッチｅｘ,273,300,20250802
2200011460918,（ＳＲ）コルサ,273,300,20250712
2200011460925,（ＳＲ）テツノワダチｅｘ,273,300,20250712
2200011460932,（ＳＲ）ビークインｅｘ,273,300,20250712
2200011460949,（ＳＲ）マグカルゴｅｘ,273,300,20250802
2200011460956,（ＨＲ）バサギリＶＳＴＡＲ,545,600,20250712
2200011460963,（ＳＲ）１ＥＤ）ミツル,10909,12000,20250712
2200011460970,（ＳＲ）ラプラスｅｘ,364,400,20250712
2200011582870,（ＳＲ）アーテル・ゴルギーニ,1364,1500,20250730
2200011670508,（ＳＲ）ラニュイ,5455,6000,20250715
2200011670515,（ＳＲ）ナツメの暗示,7273,8000,20250715
2200011701431,（ＭＲ）ミラー）シビシラス（マスターボール柄）,545,600,20250715
2200011780320,（ＵＲ）ブラック・マジシャン・ガール,273,300,20250717
2200011780337,（ＡＲ）サイバー・バリア・ドラゴン,364,400,20250717
2200011780344,（ＡＲ）巨大戦艦　テトラン,1091,1200,20250717
2200011780351,（ＡＲ）サイバー・ダーク・ホーン,909,1000,20250717
2200011780368,（ＵＲ）心変わり,455,500,20250717
2200011901565,（ＡＲ）メグロコ,364,400,20250802
2200011909400,（ＵＲＰ）純真のファドロニール,727,800,20250719
2200011952345,（ＥＸＳＥ）聖域に仕えし練達の魔導師,5455,6000,20250719
2200011952352,（ＵＲ）マインド・キャスリン,182,200,20250719
2200011972619,（ＳＲ）ゼノバース・ラピア／「みんないつものトコで待ってるって！」,545,600,20250806
2200011972626,（ＳＲ）ゼノバース・ラピア／「みんないつものトコで待ってるって！」,545,600,20250806
2200011972633,（ＳＲ）ゼノバース・ラピア／「みんないつものトコで待ってるって！」,545,600,20250806
2200011972640,（ＳＲ）漲る混沌　ハッポウマントラ,455,500,20250806
2200011972657,（ＳＲ）漲る混沌　ハッポウマントラ,455,500,20250806
2200011972664,（ＳＲ）漲る混沌　ハッポウマントラ,455,500,20250806
2200011972671,（ＳＲ）支配の精霊ペルフェクト／ギャラクシー・チャージャー,1091,1200,20250726
2200011972688,（ＳＲ）還る混沌　ドロロンマントラ,273,300,20250720
2200011972695,（ＳＲ）還る混沌　ドロロンマントラ,273,300,20250720
2200011972701,（ＳＲ）還る混沌　ドロロンマントラ,273,300,20250720
2200011972718,（ＳＲ）還る混沌　ドロロンマントラ,273,300,20250720
2200011972725,（ＳＲ）超電磁トワイライトΣ,1091,1200,20250806
2200011972732,（ＳＲ）超電磁トワイライトΣ,1091,1200,20250806
2200011972749,（ＳＲ）大虹帝　ミノガミ／「ミノマルちゃん！わたしがついているわ！」,1091,1200,20250802
2200011972756,（ＳＲ）大虹帝　ミノガミ／「ミノマルちゃん！わたしがついているわ！」,1091,1200,20250802
2200011972763,（ＳＲ）大虹帝　ミノガミ／「ミノマルちゃん！わたしがついているわ！」,1091,1200,20250802
2200011972770,（ＳＲ）大虹帝　ミノガミ／「ミノマルちゃん！わたしがついているわ！」,1091,1200,20250802
2200011972787,（ＳＰＲ）本能寺カレン＆カオスマントラ　－裏切のヒロイン－,136,150,20250806
2200011972794,（ＳＰＲ）本能寺カレン＆カオスマントラ　－裏切のヒロイン－,136,150,20250806
2200011972800,（ＳＰＲ）本能寺カレン＆カオスマントラ　－裏切のヒロイン－,136,150,20250806
2200011972817,（ＳＰＲ）本能寺カレン＆カオスマントラ　－裏切のヒロイン－,136,150,20250806
2200011972824,（ＳＰＲ）黄昏ミミ＆トワイライトＭｋ．３　－挑戦のヒロイン－,1091,1200,20250802
2200011972831,（ＳＰＲ）黄昏ミミ＆トワイライトＭｋ．３　－挑戦のヒロイン－,1091,1200,20250802
2200011972848,（ＯＲ）聖カオスマントラ,455,500,20250726
2200011984797,（ＳＡＲ）オーガポンみどりのめんｅｘ,545,600,20250720
2200011984803,（ＭＲ）ミラー）アズマオウ（マスターボール）,545,600,20250720
2200011984810,（ＡＲ）ラティオス,727,800,20250720
2200011984827,（ＡＲ）ペルシアン,455,500,20250723
2200011984834,（ＡＲ）ゼラオラ,273,300,20250720
2200011984841,（ＡＲ）ゼラオラ,273,300,20250720
2200011984858,（ＡＲ）クレセリア,273,300,20250720
2200011984865,（ＳＡＲ）スナノケガワｅｘ,455,500,20250720
2200011984872,（ＳＲ）スグリ,545,600,20250720
2200011984889,（ＡＲ）パーモット,273,300,20250720
2200011984896,（ＡＲ）ゾロア,727,800,20250806
2200011984902,（ＳＲ）ハッサク,273,300,20250720
2200011984919,（ＡＲ）ゴチルゼル,364,400,20250720
2200011984926,（ＳＲ）エーフィＶ,18182,20000,20250720
2200011984933,（ＳＲ）チェレンの気くばり,455,500,20250720
2200011984940,（ＡＲ）パモ,455,500,20250720
2200011984957,（ＡＲ）ラティオス,727,800,20250720
2200011984964,（ＡＲ）セゴール,273,300,20250720
2200011984971,（ＡＲ）ゴース,1091,1200,20250730
2200011984988,（ＡＲ）ラッキー,364,400,20250723
2200011984995,（ＡＲ）シャリタツ,364,400,20250723
2200011985008,（ＡＲ）ユキメノコ,273,300,20250806
2200011985015,（ＡＲ）バチュル,273,300,20250720
2200011985022,（ＡＲ）キチキギス,273,300,20250720
2200011985039,（ＡＲ）マホミル,273,300,20250802
2200011985046,（ＡＲ）ゼラオラ,273,300,20250720
2200011985053,（ＡＲ）ゼラオラ,273,300,20250720
2200011985060,（ＳＲ）アンズの秘技,455,500,20250720
2200011985077,（ＳＡＲ）レシラムｅｘ,18182,20000,20250723
2200011985084,（ＡＲ）バチュル,273,300,20250720
2200011985091,（ＡＲ）レディアン,182,200,20250720
2200011985107,（ＣＨＲ）ゲンガー,1364,1500,20250806
2200011985114,（ＡＲ）エアームド,182,200,20250720
2200011985121,（ＣＨＲ）オクタン,182,200,20250720
2200011985138,（ＡＲ）ポリゴンＺ,273,300,20250720
2200011985145,（ＡＲ）フィオネ,273,300,20250720
2200011985152,（ＳＲ）ネルケ,273,300,20250720
2200011985169,（ＣＨＲ）タイレーツ,273,300,20250720
2200011985176,（ＳＲ）サワロ,273,300,20250720
2200011985183,（ＡＲ）ヨルノズク,273,300,20250720
2200011985190,（ＳＲ）ハイダイ,273,300,20250720
2200011985206,（ＡＲ）ダーテング,273,300,20250720
2200011985213,（ＣＨＲ）マホイップ,273,300,20250720
2200011985220,（ＡＲ）ドーミラー,273,300,20250720
2200011985237,（ＳＲ）ヤレユータンＶ,273,300,20250720
2200011985244,（ＳＡＲ）グルーシャ,3636,4000,20250720
2200011985251,（ＡＲ）ゼラオラ,273,300,20250720
2200011985268,（ＡＲ）バクガメス,182,200,20250720
2200011985275,（ＳＲ）ケケンカニＶ,364,400,20250720
2200011985282,（ＨＲ）ブランシェ,455,500,20250720
2200011985299,（レア無）ガラルフリーザーＶ,2273,2500,20250720
2200011985305,（ＳＲ）スグリ,545,600,20250720
2200011985312,（ＳＲ）シャクヤ,2727,3000,20250720
2200012006290,（ＭＲ）ミラー）ムーランド（マスターボール柄）,545,600,20250720
2200012006306,（ＭＲ）ミラー）バオッキー（マスターボール柄）,545,600,20250720
2200012006313,（ＭＲ）ミラー）ダルマッカ（マスターボール柄）,545,600,20250720
2200012006320,（ＡＲ）ダンゴロ,364,400,20250720
2200012006337,（ＡＲ）ギガイアス,364,400,20250720
2200012006344,（ＡＲ）マッギョ,364,400,20250720
2200012006351,（ＳＡＲ）シャワーズｅｘ,5455,6000,20250720
2200012006368,（ＳＡＲ）ブースターｅｘ,5455,6000,20250723
2200012006375,（ＵＲ）ロケット団のクロバットｅｘ,1818,2000,20250720
2200012090138,（ＡＲ）オオタチ,273,300,20250721
2200012090145,（ＡＲ）リーリエのアブリボン,545,600,20250723
2200012090152,（ＡＲ）ガラルファイヤー,273,300,20250802
2200012090169,（ＳＲ）ドダイトスｅｘ,273,300,20250721
2200012090176,（ＳＲ）ネモ,364,400,20250721
2200012090183,（ＳＲ）エリカの招待,2727,3000,20250721
2200012090190,（ＳＲ）基本雷エネルギー,273,300,20250721
2200012098332,（ＳＡＲ）タケルライコｅｘ,5455,6000,20250721
2200012124642,（ＳＲ）博士の研究,455,500,20250721
2200012124659,（ＳＲ）ルガルガンｅｘ,273,300,20250721
2200012124666,（ＳＲ）ドラパルトｅｘ,727,800,20250721
2200012124673,（ＳＲ）レントラーＶ,273,300,20250721
2200012124680,（ＳＲ）ミロカロスｅｘ,364,400,20250721
2200012124697,（ＳＲ）ラプラスｅｘ,364,400,20250721
2200012124703,（ＳＡＲ）デンチュラｅｘ,1364,1500,20250721
2200012124710,（ＲＲ）オーガポンみどりのめんｅｘ,273,300,20250730
2200012124727,（ＡＲ）クワッス,364,400,20250721
2200012124734,（ＡＲ）カイデン,273,300,20250721
2200012124741,（ＡＲ）アチゲータ,364,400,20250721
2200012124758,（ＡＲ）オノンド,273,300,20250721
2200012124765,（ＡＲ）バチュル,273,300,20250721
2200012124772,（ＳＲ）ストリンダーｅｘ,273,300,20250721
2200012124789,（ＳＲ）アイアントｅｘ,273,300,20250721
2200012124796,（ＣＳＲ）イオルブＶＭＡＸ,727,800,20250802
2200012124802,（ＳＲ）ヒスイオオニューラＶ,1364,1500,20250721
2200012124819,（ＳＡＲ）ルカリオＶＳＴＡＲ,1364,1500,20250721
2200012124826,（ＲＲ）キチキギスｅｘ,273,300,20250721
2200012124833,（ＡＲ）ヨルノズク,273,300,20250721
2200012124840,（ＡＲ）ピジョン,273,300,20250721
2200012124857,（ＵＲ）キャプチャーエネルギー,1364,1500,20250721
2200012124864,（ＲＲＲ）ピカチュウＶＭＡＸ,545,600,20250721
2200012124871,（ＣＨＲ）ドーブル,182,200,20250721
2200012155196,（ＳＲ）ＶＳ　ラゼン,545,600,20250730
2200012163443,（ＳＲ）ゼノバース・ラピア／「みんないつものトコで待ってるって！」,545,600,20250806
2200012163450,（ＳＲ）ゼノバース・ラピア／「みんないつものトコで待ってるって！」,545,600,20250806
2200012163467,（ＳＲ）ゼノバース・ラピア／「みんないつものトコで待ってるって！」,545,600,20250806
2200012163474,（ＳＲ）愛銀河マーズ・シンギュラリティ,727,800,20250806
2200012163481,（ＳＲ）愛銀河マーズ・シンギュラリティ,727,800,20250806
2200012163498,（ＳＲ）愛銀河マーズ・シンギュラリティ,727,800,20250806
2200012163504,（ＳＲ）天革の騎令嬢　ミラクルステラ,545,600,20250802
